sku,alternate_sku,product_name,colour,category,product_type,material,rrp,review_status
81921102-2,11921102-2,KT4 LOW,BLUE/BLACK/GOLD,SHOES,BASKETBALL,MESH,1699.0000000000002,PENDING_REVIEW
81921102-4,11921102-4,KT4 LOW,BLACK/WHITE,SHOES,BASKETBALL,MESH,1699.0000000000002,PENDING_REVIEW
81921601-3,11921601-3,KT A-SHOCK,BLACK/PALE GRY/WHT,SHOES,BASKETBALL,SYNTHETIC LEATHER/MESH,1099,PENDING_REVIEW
81921601-4,11921601-4,KT A-SHOCK,BLACK/BLUE/WHITE,SHOES,BASKETBALL,SYNTHETIC LEATHER/MESH,1099,PENDING_REVIEW
81921601-8,11921601-8,KT A-SHOCK,D.BLUE/PURPLE/WHITE,SHOES,BASKETBALL,SYNTHETIC LEATHER/MESH,1099,PENDING_REVIEW
81921668-2,11921668-2,KT-LIGHT IV,BRGT BLU/ICE BLU/WHT,SHOES,BASKETBALL,SYNTHETIC LEATHER/MESH,1299,PENDING_REVIEW
81921668-3,11921668-3,KT-LIGHT IV,BLACK/FOG GRAY/WHITE,SHOES,BASKETBALL,SYNTHETIC LEATHER/MESH,1299,PENDING_REVIEW
81921688-11,11921688-11,KT-LIGHT IV,ORG/BLU/BRGT YLLW,SHOES,BASKETBALL,SYNTHETIC LEATHER/MESH,1449,PENDING_REVIEW
81921688-7,11921688-7,KT-LIGHT IV,SEA BLU/EGG YLW/PRPL,SHOES,BASKETBALL,MESH,1449,PENDING_REVIEW
81925541-14,11925541-14,,BLACK/RED/WHITE,SHOES,RUNNING,MESH,1049,PENDING_REVIEW
81925541-2,11925541-2,,D.RED/WHITE,SHOES,RUNNING,MESH,1049,PENDING_REVIEW
81925541-5,11925541-5,,LFG GRY/BRGT BLU/DRD,SHOES,RUNNING,MESH,1049,PENDING_REVIEW
81925542-1,11925542-1,,BLACK/WHITE/D.RED,SHOES,RUNNING,MESH,1099,PENDING_REVIEW
81925542-2,11925542-2,,BLACK/WHITE/GREEN,SHOES,RUNNING,MESH,1099,PENDING_REVIEW
81925542-4,11925542-4,,L.GREEN/WHITE/GREEN,SHOES,RUNNING,MESH,1099,PENDING_REVIEW
81925551-2,11925551-2,,BLACK/D.RED,SHOES,RUNNING,MESH,1049,PENDING_REVIEW
81925551-3,11925551-3,,GRAY/YELLOW/WHITE,SHOES,RUNNING,MESH,1049,PENDING_REVIEW
81925553-10,11925553-10,,WHITE/BLACK/M.BLUE,SHOES,RUNNING,SYNTHETIC LEATHER/MESH,1649,PENDING_REVIEW
81925553-14,11925553-14,,YELLOW/ORANGE/BLACK,SHOES,RUNNING,SYNTHETIC LEATHER/MESH,1649,PENDING_REVIEW
81925553-18,11925553-18,,BLACK/D.RED/WHITE,SHOES,RUNNING,SYNTHETIC LEATHER/MESH,1649,PENDING_REVIEW
81925570-3,11925570-3,,BLACK/GREEN/WHITE,SHOES,RUNNING,SYNTHETIC LEATHER/MESH,749,PENDING_REVIEW
81925570-4,11925570-4,,SEA BLUE/D.RED/WHITE,SHOES,RUNNING,SYNTHETIC LEATHER/MESH,749,PENDING_REVIEW
81925588-1,11925588-1,,BLACK/WHITE,SHOES,RUNNING,SYNTHETIC LEATHER/MESH,1149,PENDING_REVIEW
81925588-4,11925588-4,,SEA BLUE/GRAY/WHITE,SHOES,RUNNING,SYNTHETIC LEATHER/MESH,1149,PENDING_REVIEW
81925588-7,11925588-7,,L.FOG GRAY/WHT/D.RED,SHOES,RUNNING,SYNTHETIC LEATHER/MESH,1149,PENDING_REVIEW
81925589-2,11925589-2,,YELLOW/BLACK,SHOES,RUNNING,COW ACTION LEATHER/MESH,1549,PENDING_REVIEW
81925589-6,11925589-6,,BLACK/ORANGE,SHOES,RUNNING,COW ACTION LEATHER/MESH,1549,PENDING_REVIEW
81926906-1,11926906-1,,WHITE/BLACK,SHOES,OUTDOOR,MESH/SYNTHETIC LEATHER,699,PENDING_REVIEW
81926906-2,11926906-2,,BLACK,SHOES,OUTDOOR,MESH/SYNTHETIC LEATHER,699,PENDING_REVIEW
81926906-5,11926906-5,,BLACK/GREEN/ORANGE,SHOES,OUTDOOR,MESH/SYNTHETIC LEATHER,699,PENDING_REVIEW
81926915-1,11926915-1,,BLACK/CHARCOAL GRAY,SHOES,OUTDOOR,MESH,599,PENDING_REVIEW
81926915-3,11926915-3,,RED/BLACK,SHOES,OUTDOOR,MESH,599,PENDING_REVIEW
81926915-4,11926915-4,,BLACK/GREEN/GRAY,SHOES,OUTDOOR,MESH,599,PENDING_REVIEW
81927701-2,11927701-2,,BLACK/WHITE,SHOES,OUTDOOR,MESH/SYNTHETIC LEATHER,998.9999999999999,PENDING_REVIEW
81927713-1,11927713-1,,BLACK/RED/WHITE,SHOES,CROSS TRAINING,MESH,1049,PENDING_REVIEW
81927772-4,11927772-4,,BLACK/GREEN/WHITE,SHOES,CROSS TRAINING,MESH,1499,PENDING_REVIEW
81927772-5,11927772-5,,GRAY/YELLOW/WHITE,SHOES,CROSS TRAINING,MESH,1499,PENDING_REVIEW
81927788-3,11927788-3,CITYWIDE TRAINING,WHT/BLK/BRGT BLU,SHOES,CROSS TRAINING,MESH/SYNTHETIC LEATHER,1249,PENDING_REVIEW
81927788-5,11927788-5,CITYWIDE TRAINING,SEA BLU/ORNG/L.BLU,SHOES,CROSS TRAINING,MESH/SYNTHETIC LEATHER,1249,PENDING_REVIEW
81927788-6,11927788-6,CITYWIDE TRAINING,BLK/CHRCOAL GRY/ORNG,SHOES,CROSS TRAINING,MESH/SYNTHETIC LEATHER,1249,PENDING_REVIEW
81927788-9,11927788-9,CITYWIDE TRAINING,BLACK/D.RED,SHOES,CROSS TRAINING,MESH/SYNTHETIC LEATHER,1249,PENDING_REVIEW
81928088-1,11928088-1,,BLK/BRGT BLU/WHT,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/COW ACTION LEATHER,1249,PENDING_REVIEW
81928088-2,11928088-2,,WHITE/YELLOW/BLACK,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/COW ACTION LEATHER,1249,PENDING_REVIEW
81928088-3,11928088-3,,WHITE/SEA BLUE/YELLW,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/COW ACTION LEATHER,1249,PENDING_REVIEW
81928808-1,11928808-1,,BLACK/GREEN/WHITE,SHOES,LIFESTYLE,MESH,1399,PENDING_REVIEW
81928808-2,11928808-2,,WHITE/BRIGHT BLU/BLK,SHOES,LIFESTYLE,MESH,1399,PENDING_REVIEW
81928812-3,11928812-3,,GRAY/SEA BLUE/WHITE,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,1149,PENDING_REVIEW
81928812-5,11928812-5,,BLACK/ORANGE/WHITE,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,1149,PENDING_REVIEW
81928842-1,11928842-1,,BLACK/GREEN/WHITE,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,998.9999999999999,PENDING_REVIEW
81928842-6,11928842-6,,SEA BLUE/GREEN/WHITE,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,998.9999999999999,PENDING_REVIEW
81928856-1,11928856-1,,BLACK/D.GRAY/WHITE,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,899,PENDING_REVIEW
81931101-1,11931101-1,KT,WHITE/CHAMPAGNE,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER,1999,PENDING_REVIEW
81931101-2,11931101-2,KT,WHITE/RED/SEA BLUE,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER,1999,PENDING_REVIEW
81931101-3,11931101-3,KT,BLACK/CHAMPAGNE,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER,1999,PENDING_REVIEW
81931101-5,11931101-5,KT,SEA BLUE/RED/WHITE,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER,1999,PENDING_REVIEW
81931601-3,11931601-3,BEING CRAZY,BLACK/D.GRAY/WHITE,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER,1249,PENDING_REVIEW
81931601-8,11931601-8,BEING CRAZY,D.PURPLE/BLK/PRPL,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER,1249,PENDING_REVIEW
81931605-1,11931605-1,BEING CRAZY,BLACK/PURPLE/ORANGE,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER,1549,PENDING_REVIEW
81931605-6,11931605-6,BEING CRAZY,SEA BLUE/PRPL/ORNG,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER,1549,PENDING_REVIEW
81931608-2,11931608-2,BEING CRAZY,BLACK/WHITE/ORANGE,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER,1349,PENDING_REVIEW
81931612-1,11931612-1,,WHITE/ORANGE/BLACK,SHOES,BASKETBALL,SYNTHETIC LEATHER/MESH,1149,PENDING_REVIEW
81931612-3,11931612-3,,SEA BLUE/RED/GREEN,SHOES,BASKETBALL,SYNTHETIC LEATHER/MESH,1149,PENDING_REVIEW
81935501-4,11935501-4,,D.GRAY/BLACK/WHITE,SHOES,RUNNING,MESH,1549,PENDING_REVIEW
81935501-5,11935501-5,,YELLOW/BLACK/WHITE,SHOES,RUNNING,MESH,1549,PENDING_REVIEW
81935515-1,11935515-1,,BLACK/D.RED,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,998.9999999999999,PENDING_REVIEW
81935515-2,11935515-2,,BLACK/D.GRAY/WHITE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,998.9999999999999,PENDING_REVIEW
81935515-3,11935515-3,,FOG GRY/D.GRY/BLK,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,998.9999999999999,PENDING_REVIEW
81935516-1,11935516-1,,BLACK,SHOES,RUNNING,SYNTHETIC LEATHER/MESH,849,PENDING_REVIEW
81935516-3,11935516-3,,WHITE,SHOES,RUNNING,SYNTHETIC LEATHER/MESH,849,PENDING_REVIEW
81935551-1,11935551-1,,BLACK/D.RED/BLUE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,1399,PENDING_REVIEW
81935551-2,11935551-2,,GRAY/YELLOW/WHITE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,1399,PENDING_REVIEW
81935567-1,11935567-1,,GRAY/WHITE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,998.9999999999999,PENDING_REVIEW
81935582-2,11935582-2,,BLACK/WHITE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,998.9999999999999,PENDING_REVIEW
81935582-4,11935582-4,,FOG GRY/GRN/WHT,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,998.9999999999999,PENDING_REVIEW
81935588-1,11935588-1,,BLCK/CRUST GRN/WHT,SHOES,RUNNING,MESH,1349,PENDING_REVIEW
81935588-3,11935588-3,,BEIGE/SILVER/BLACK,SHOES,RUNNING,MESH,1349,PENDING_REVIEW
81935588-5,11935588-5,,D.RED/RED/BLACK,SHOES,RUNNING,MESH,1349,PENDING_REVIEW
81937710-3,11937710-3,,BLUE/D.BLUE/WHITE,SHOES,CROSS TRAINING,MESH,998.9999999999999,PENDING_REVIEW
81937710-4,11937710-4,,RED/BLACK/WHITE,SHOES,CROSS TRAINING,MESH,998.9999999999999,PENDING_REVIEW
81937715-1,11937715-1,PLEASANT MOVING,BLACK/GOLD,SHOES,CROSS TRAINING,MESH,998.9999999999999,PENDING_REVIEW
81937715-2,11937715-2,PLEASANT MOVING,WHITE/BLACK,SHOES,CROSS TRAINING,MESH,998.9999999999999,PENDING_REVIEW
81937781-1,11937781-1,,BLACK/RED,SHOES,CROSS TRAINING,MESH/TPU,1149,PENDING_REVIEW
81937781-8,11937781-8,,CHARCOAL GRN/BEIGE,SHOES,CROSS TRAINING,SYNTHETIC LEATHER/MESH/TPU,1149,PENDING_REVIEW
81937788-1,11937788-1,REBORN WITH ENERGY,BLACK/RED,SHOES,CROSS TRAINING,MESH,1149,PENDING_REVIEW
81937788-2,11937788-2,REBORN WITH ENERGY,WHITE/D.RED,SHOES,CROSS TRAINING,MESH,1149,PENDING_REVIEW
81937788-3,11937788-3,REBORN WITH ENERGY,RED/BLACK,SHOES,CROSS TRAINING,MESH,1149,PENDING_REVIEW
81937788-5,11937788-5,REBORN WITH ENERGY,PALE GRAY/BLK/WHITE,SHOES,CROSS TRAINING,MESH,1149,PENDING_REVIEW
81938043-1,11938043-1,CITY NINJA,BLACK/D.GRAY,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,1149,PENDING_REVIEW
81938043-2,11938043-2,CITY NINJA,WHITE/BLACK,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,1049,PENDING_REVIEW
81938043-4,11938043-4,CITY NINJA,GRN/BLK/CHRCOAL GRN,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,1149,PENDING_REVIEW
81938088-3,11938088-3,,BLACK/BLUE/WHITE,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,1199,PENDING_REVIEW
81938840-1,11938840-1,91CLOUD,BLACK/GREEN/WHITE,SHOES,LIFESTYLE,MESH,749,PENDING_REVIEW
81938840-2,11938840-2,91CLOUD,WHITE/BLACK,SHOES,LIFESTYLE,MESH,749,PENDING_REVIEW
81938840-4,11938840-4,91CLOUD,INK BLUE/YELLOW/WHT,SHOES,LIFESTYLE,MESH,749,PENDING_REVIEW
81938842-2,11938842-2,,WHITE/BLACK,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,949,PENDING_REVIEW
81938852-1,11938852-1,91STAR,BLACK/RED/WHITE,SHOES,LIFESTYLE,MESH/SYNTHE PU/SWEDE LEATHER,849,PENDING_REVIEW
81938852-2,11938852-2,91STAR,WHITE/ORANGE,SHOES,LIFESTYLE,MESH/SYNTHE PU/SWEDE LEATHER,849,PENDING_REVIEW
81941101-10,11941101-10,KT5,D.RED/ORANGE/WHITE,SHOES,BASKETBALL,MESH/TPU/SYNTHETIC LEATHER,2099,PENDING_REVIEW
81941101-8,11941101-8,KT5,BLUE/GREEN/ORANGE,SHOES,BASKETBALL,MESH/TPU/SYNTHETIC LEATHER,2099,PENDING_REVIEW
81941101-9,11941101-9,KT5,WHITE/GRAY/BLUE,SHOES,BASKETBALL,MESH/TPU/SYNTHETIC LEATHER,2099,PENDING_REVIEW
81941606-1,11941606-1,SHOCK THE GAME,BLACK/ORANGE/WHITE,SHOES,BASKETBALL,SYNTHETIC LEATHER/MESH,1249,PENDING_REVIEW
81941606-4,11941606-4,SHOCK THE GAME,BLACK/SEA BLUE/WHITE,SHOES,BASKETBALL,SYNTHETIC LEATHER/MESH,1249,PENDING_REVIEW
81941607-1,11941607-1,SHOCK THE GAME,BLACK/ORANGE/D.GREEN,SHOES,BASKETBALL,SYNTHETIC LEATHER/MESH,1249,PENDING_REVIEW
81941607-4,11941607-4,SHOCK THE GAME,BLACK/WHITE/RED,SHOES,BASKETBALL,SYNTHETIC LEATHER/MESH,1249,PENDING_REVIEW
81941621-2,11941621-2,SHOCK THE GAME,BLACK/WHITE,SHOES,BASKETBALL,SYNTHETIC LEATHER/MESH,1149,PENDING_REVIEW
81941621-4,11941621-4,SHOCK THE GAME,BLACK/RED/WHITE,SHOES,BASKETBALL,SYNTHETIC LEATHER/MESH,1149,PENDING_REVIEW
81941621-5,11941621-5,SHOCK THE GAME,BLACK/RED/WHITE,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER,1149,PENDING_REVIEW
81941806-1,11941806-1,KT,CHARCOAL GRAY/L.GRAY/GRAY,SHOES,BASKETBALL,SYNTHETIC LEATHER/MESH,1249,PENDING_REVIEW
81945501-1,11945501-1,NIGHT STORM,BLACK/SILVER/ORANGE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER/TPU,1349,PENDING_REVIEW
81945501-7,11945501-7,NIGHT STORM,RED/BLACK/SILVER,SHOES,RUNNING,MESH/SYNTHETIC LEATHER/TPU,1349,PENDING_REVIEW
81945504-1,11945504-1,NIGHT STORM,BLACK/CHARCOAL GRAY,SHOES,RUNNING,MESH/TPU,1349,PENDING_REVIEW
81945504-3,11945504-3,NIGHT STORM,FOG GRAY/D.GRAY/BLUE,SHOES,RUNNING,MESH/TPU,1349,PENDING_REVIEW
81945510-1,11945510-1,,BLACK/SILVER,SHOES,RUNNING,MESH,749,PENDING_REVIEW
81945510-2,11945510-2,,D.GRAY/CHARCOAL GRAY/WHITE,SHOES,RUNNING,MESH,749,PENDING_REVIEW
81945565-1,11945565-1,,BLACK/GREEN,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,849,PENDING_REVIEW
81945565-2,11945565-2,,BLACK/D.GRAY/WHITE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,849,PENDING_REVIEW
81945565-3,11945565-3,,RED/BLACK/WHITE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,849,PENDING_REVIEW
81945587-1,11945587-1,NIGHT STORM,BLACK/CHARCOAL GRAY/WHITE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,1299,PENDING_REVIEW
81945587-2,11945587-2,NIGHT STORM,WHITE/FOG GRAY/BLUE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,1299,PENDING_REVIEW
81945587-4,11945587-4,NIGHT STORM,D.RED/BLACK/WHITE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,1299,PENDING_REVIEW
81945587-5,11945587-5,NIGHT STORM,BLACK/CHARCOAL GRAY/GREEN,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,1299,PENDING_REVIEW
81947713-2,11947713-2,JOGGING,BLACK/WHITE/RED,SHOES,CROSS TRAINING,MESH,998.9999999999999,PENDING_REVIEW
81947715-5,11947715-5,JOGGING,BLACK/SILVER,SHOES,CROSS TRAINING,MESH/SYNTHETIC LEATHER,749,PENDING_REVIEW
81947715-7,11947715-7,JOGGING,WHITE/SILVER,SHOES,CROSS TRAINING,MESH/SYNTHETIC LEATHER,749,PENDING_REVIEW
81947788-4,11947788-4,BOXING,RED/BLACK/WHITE,SHOES,CROSS TRAINING,MESH/TPU,1249,PENDING_REVIEW
81948061-3,11948061-3,,WHITE/RED/BLUE,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,649,PENDING_REVIEW
81948083-9,11948083-9,A-JELLY-TRACK,GRAY/GREEN/WHITE,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,1049,PENDING_REVIEW
81948843-1,11948843-1,DANCE BATTLE,BLACK/WHITE,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,749,PENDING_REVIEW
81948843-4,11948843-4,DANCE BATTLE,WHITE/GREEN/CHARCOAL GREEN,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,749,PENDING_REVIEW
822025591-5,122025591-5,VINTAGE,WHT/BLK/LUMINC ORNG,SHOES,RUNNING,SYNTHE PU/MESH,1099,PENDING_REVIEW
822028052-2,122028052-2,,WHT/GRN BNS/PRL PNK,SHOES,LIFESTYLE,MESH/SYNTHE PU,949,PENDING_REVIEW
822028052-4,122028052-4,,BLACK/IVORY/GREY,SHOES,LIFESTYLE,MESH/SYNTHE PU,949,PENDING_REVIEW
822028884-2,122028884-2,WOMEN SPECIAL,PLE GRYPNK/IVRY/SLVR,SHOES,LIFESTYLE,MESH/SYNTHE PU,949,PENDING_REVIEW
822028884-3,122028884-3,WOMEN SPECIAL,BLACK/IVORY,SHOES,LIFESTYLE,MESH/SYNTHE PU,949,PENDING_REVIEW
822035518-1,122035518-1,MARS FOAM,BEIGE,SHOES,RUNNING,MESH/PP/SYNTHETIC LEATHER,998.9999999999999,PENDING_REVIEW
822035518-2,122035518-2,MARS FOAM,BEIGE/BLUE,SHOES,RUNNING,MESH/PP/SYNTHETIC LEATHER,998.9999999999999,PENDING_REVIEW
822035518-4,122035518-4,MARS FOAM,BLACK,SHOES,RUNNING,MESH/PP/SYNTHETIC LEATHER,998.9999999999999,PENDING_REVIEW
822035521-4,122035521-4,FLASHFOAM,BLACK/L.PURPLE/PINK,SHOES,RUNNING,MESH/PP,998.9999999999999,PENDING_REVIEW
822035547-1,122035547-1,EASY TO BEND,BEIGE,SHOES,RUNNING,MESH/PP,998.9999999999999,PENDING_REVIEW
822035547-2,122035547-2,EASY TO BEND,BLACK/BLUE,SHOES,RUNNING,MESH/PP,998.9999999999999,PENDING_REVIEW
822035555-2,122035555-2,VENOMOUS STING,GRAY,SHOES,RUNNING,MESH/PP/SYNTHETIC LEATHER,899,PENDING_REVIEW
822035555-4,122035555-4,VENOMOUS STING,BEIGE/L.PURPLE,SHOES,RUNNING,MESH/PP/SYNTHETIC LEATHER,899,PENDING_REVIEW
822035557-3,122035557-3,ARCH,L.GRAY/GRAY,SHOES,RUNNING,SYNTHETIC LEATHER/MESH/PP,899,PENDING_REVIEW
822035565-1,122035565-1,CITY,BLACK,SHOES,RUNNING,MESH/SYNTHETIC LEATHER/PP,849,PENDING_REVIEW
822035565-2,122035565-2,CITY,PINK,SHOES,RUNNING,MESH/SYNTHETIC LEATHER/PP,849,PENDING_REVIEW
822035565-4,122035565-4,CITY,BEIGE/L.PURPLE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER/PP,849,PENDING_REVIEW
822035570-2,122035570-2,COMFORTABLE RUNNING,L.PINK/WHITE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,749,PENDING_REVIEW
822035570-3,122035570-3,COMFORTABLE RUNNING,BLACK,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,749,PENDING_REVIEW
822035576-1,122035576-1,COMFORTABLE RUNNING,BLACK/PINK,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,749,PENDING_REVIEW
822035585-2,122035585-2,FLY A SHADOW,BEIGE/SILVER,SHOES,RUNNING,MESH/PP,1349,PENDING_REVIEW
822035589-3,122035589-3,FLY A SHADOW,BEIGE,SHOES,RUNNING,MESH/PP,1149,PENDING_REVIEW
822037710-10,122037710-10,WALKING,GRAY/PINK,SHOES,CROSS TRAINING,MESH/PP/TPU,998.9999999999999,PENDING_REVIEW
822037710-2,122037710-2,WALKING,GRAY/ORANGE,SHOES,CROSS TRAINING,MESH/PP/TPU,998.9999999999999,PENDING_REVIEW
822037710-7,122037710-7,WALKING,BLACK,SHOES,CROSS TRAINING,MESH/PP/TPU,998.9999999999999,PENDING_REVIEW
822037710-8,122037710-8,WALKING,BLACK/GRAY/PINK,SHOES,CROSS TRAINING,MESH/PP/TPU,998.9999999999999,PENDING_REVIEW
822037756-1,122037756-1,WOMEN,WHITE,SHOES,CROSS TRAINING,SYNTHETIC LEATHER/MESH,749,PENDING_REVIEW
822037756-3,122037756-3,WOMEN,BLACK/WHITE,SHOES,CROSS TRAINING,SYNTHETIC LEATHER/MESH,749,PENDING_REVIEW
822037756-6,122037756-6,WOMEN,WHITE/BLACK,SHOES,CROSS TRAINING,SYNTHETIC LEATHER/MESH,749,PENDING_REVIEW
822037773-3,122037773-3,AIR CUSHION,BEIGE,SHOES,CROSS TRAINING,MESH/SYNTHETIC LEATHER,899,PENDING_REVIEW
822037773-4,122037773-4,AIR CUSHION,BLACK,SHOES,CROSS TRAINING,MESH/SYNTHETIC LEATHER,899,PENDING_REVIEW
822038042-1,122038042-1,GIRLPOWER,BEIGE,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,849,PENDING_REVIEW
822038081-4,122038081-4,BADAO,BLACK/PURPLE/PINK,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,1049,PENDING_REVIEW
822038081-5,122038081-5,BADAO,BEIGE/L.PURPLE/L.GRN,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,1049,PENDING_REVIEW
822038822-1,122038822-1,CLUNKY SNEAKER,BLACK,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,749,PENDING_REVIEW
822038822-2,122038822-2,CLUNKY SNEAKER,BEIGE,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,749,PENDING_REVIEW
822038861-2,122038861-2,91CLOUD,GRAY/BEIGE,SHOES,LIFESTYLE,MESH,649,PENDING_REVIEW
822038861-3,122038861-3,91CLOUD,BLACK/BEIGE,SHOES,LIFESTYLE,MESH,649,PENDING_REVIEW
822038883-2,122038883-2,DADDY SHOES,BEIGE/L.GRAY/GREEN,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,998.9999999999999,PENDING_REVIEW
822038884-1,122038884-1,HER,BEIGE /ROSE GOLD,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,849,PENDING_REVIEW
822038884-2,122038884-2,HER,GRAY/BEIGE,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,849,PENDING_REVIEW
822038884-3,122038884-3,HER,BLACK/BEIGE/L.PURPLE,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,849,PENDING_REVIEW
822038886-1,122038886-1,HER,BLACK/ROSE GOLD/GRN,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,1099,PENDING_REVIEW
822038886-3,122038886-3,HER,GRAY/L.GRAY,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,1099,PENDING_REVIEW
822125501-1,122125501-1,A-JELLY,BLACK/LIGHT PINK,SHOES,RUNNING,MOULD/RUBBER/DPU/TPU,1399,PENDING_REVIEW
822125501-3,122125501-3,A-JELLY,IVORY WHT/WHT PNK,SHOES,RUNNING,MOULD/RUBBER/DPU/TPU,1399,PENDING_REVIEW
822125502-1,122125502-1,A-JELLYLITE,BLACK,SHOES,RUNNING,MOULD/RUBBER/DPU,949,PENDING_REVIEW
822125502-2,122125502-2,A-JELLYLITE,IVORY WHITE/BLUE,SHOES,RUNNING,MOULD/RUBBER/DPU,949,PENDING_REVIEW
822125518-1,122125518-1,,IVORY WHITE/PINK,SHOES,RUNNING,MOULD/RUBBER/TPU,1149,PENDING_REVIEW
822125518-2,122125518-2,,IVR WHT/PRPL/BLU,SHOES,RUNNING,MOULD/RUBBER/TPU,1149,PENDING_REVIEW
822125520-3,122125520-3,BUBBLE SHOES2,IVORY WHITE,SHOES,RUNNING,MOULD/RUBBER,1049,PENDING_REVIEW
822125520-6,122125520-6,BUBBLE SHOES2,NAKED PINK/IVRY WHT,SHOES,RUNNING,MOULD/RUBBER,949,PENDING_REVIEW
822125540-2,122125540-2,A-FLASHLITE,IVORY WHITE,SHOES,RUNNING,MOULD/RUBBER,1049,PENDING_REVIEW
822125540-3,122125540-3,A-FLASHLITE,IVRY WHT/PNK/ BLU,SHOES,RUNNING,MOULD/RUBBER,1049,PENDING_REVIEW
822125540-7,122125540-7,A-FLASHLITE,BLACK,SHOES,RUNNING,MOULD/RUBBER,1049,PENDING_REVIEW
822125570-3,122125570-3,COMFORT RUNNING,IVORY WHITE/WHT PNK,SHOES,RUNNING,MOULD,799,PENDING_REVIEW
822125573-1,122125573-1,COMFORT RUNNING,BLACK,SHOES,RUNNING,MOULD,699,PENDING_REVIEW
822125573-2,122125573-2,COMFORT RUNNING,IVORY WHITE,SHOES,RUNNING,MOULD,699,PENDING_REVIEW
822125575-1,122125575-1,COMFORT RUNNING,BLACK,SHOES,RUNNING,MOULD,649,PENDING_REVIEW
822125575-2,122125575-2,COMFORT RUNNING,IVORY WHT/NKD PNK,SHOES,RUNNING,MOULD,649,PENDING_REVIEW
822125580-1,122125580-1,A-FLASHFOAM,BLACK,SHOES,RUNNING,MOULD/RUBBER/TPU,1049,PENDING_REVIEW
822125580-3,122125580-3,A-FLASHFOAM,FOG PRPL/OXYGN BLU,SHOES,RUNNING,MOULD/RUBBER/TPU,1049,PENDING_REVIEW
822125585-1,122125585-1,ANTELOPE,BLACK/CARBON GRAY,SHOES,RUNNING,MOULD/RUBBER/CARBON FIBER,1199,PENDING_REVIEW
