sku,alternate_sku,product_name,colour,category,product_type,material,rrp,review_status
812028889-1,112028889-1,ANTA WALKER,GREY/GREY/WHITE,SHOES,LIFESTYLE,SPLIT LEATHER/SYNTHE PU/MESH,1249,PENDING_REVIEW
812028889-3,112028889-3,ANTA WALKER,LIGHT BROWN/WHT/ORNG,SHOES,LIFESTYLE,SPLIT LEATHER/SYNTHE PU/MESH,1249,PENDING_REVIEW
812031105-4,112031105-4,GO CRAZY - NO FEAR,BLACK/WHITE,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER,1099,PENDING_REVIEW
812035501-1,112035501-1,ELASTIC RUBBER,BEIGE/BLUE/SILVER,SHOES,RUNNING,MESH/PP/SYNTHETIC LEATHER,1349,PENDING_REVIEW
812035518-1,112035518-1,MARS FOAM,BEIGE/BLUE,SHOES,RUNNING,MESH/PP/SYNTHETIC LEATHER,998.9999999999999,PENDING_REVIEW
812035521-3,112035521-3,FLASHFOAM,BLACK/BLUE,SHOES,RUNNING,MESH/PP,998.9999999999999,PENDING_REVIEW
812035521-4,112035521-4,FLASHFOAM,WHITE/BLACK,SHOES,RUNNING,MESH/PP,998.9999999999999,PENDING_REVIEW
812035560-1,112035560-1,CROSS COUNTRY,BEIGE/BLACK/BLUE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER/PP,1099,PENDING_REVIEW
812035565-1,112035565-1,CITY,BLACK,SHOES,RUNNING,MESH/SYNTHETIC LEATHER/PP,849,PENDING_REVIEW
812035565-4,112035565-4,CITY,BEIGE/BLUE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER/PP,849,PENDING_REVIEW
812035572S-2,112035572S-2,COMFORTABLE RUNNING,BLACK/GRAY/GREEN,SHOES,RUNNING,MESH,749,PENDING_REVIEW
812035572S-3,112035572S-3,COMFORTABLE RUNNING,WHITE/BLUE,SHOES,RUNNING,MESH,749,PENDING_REVIEW
812035576-3,112035576-3,COMFORTABLE RUNNING,BEIGE/BLACK/RED,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,749,PENDING_REVIEW
812035576-4,112035576-4,COMFORTABLE RUNNING,BEIGE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,749,PENDING_REVIEW
812035585-1,112035585-1,FLY A SHADOW,YELLOW/BLACK,SHOES,RUNNING,MESH/PP,1349,PENDING_REVIEW
812035589-6,112035589-6,FLY A SHADOW,BLACK/GRAY,SHOES,RUNNING,MESH/PP,1149,PENDING_REVIEW
812037710-7,112037710-7,WALKING,BLACK,SHOES,CROSS TRAINING,MESH/PP/TPU,998.9999999999999,PENDING_REVIEW
812037718-2,112037718-2,WALKING,GRAY,SHOES,CROSS TRAINING,MESH/PP,849,PENDING_REVIEW
812037718-3,112037718-3,WALKING,BLUE,SHOES,CROSS TRAINING,MESH/PP,849,PENDING_REVIEW
812037718-4,112037718-4,WALKING,BLACK,SHOES,CROSS TRAINING,MESH/PP,849,PENDING_REVIEW
812037773-4,112037773-4,AIR CUSHION,BLACK,SHOES,CROSS TRAINING,MESH/SYNTHETIC LEATHER,899,PENDING_REVIEW
812037785-2,112037785-2,STRENGTH TRAINING,GRAY/BLACK,SHOES,CROSS TRAINING,MESH/PP/TPU,1149,PENDING_REVIEW
812037785-3,112037785-3,STRENGTH TRAINING,RED/BLACK,SHOES,CROSS TRAINING,MESH/PP/TPU,1149,PENDING_REVIEW
812037789-4,112037789-4,STRENGTH TRAINING,BEIGE/BLACK/RED,SHOES,CROSS TRAINING,MESH/SYNTHETIC LEATHER/PP,1149,PENDING_REVIEW
812038081-3,112038081-3,BADAO,WHITE/ORANGE/BLUE,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,1049,PENDING_REVIEW
812038081-5,112038081-5,BADAO,BEIGE/BLACK/RED,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,1049,PENDING_REVIEW
812038832-1,112038832-1,OUTDOOR FASHION,BEIGE/GRAY,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,1099,PENDING_REVIEW
812038842-3,112038842-3,DANCE BATTLE,BLACK/BEIGE/PURPLE,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,749,PENDING_REVIEW
812038859-1,112038859-1,BOUNDARY EXPLORATION,BEIGE/RED,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,998.9999999999999,PENDING_REVIEW
812038859-3,112038859-3,BOUNDARY EXPLORATION,L.GRAY/PURPLE/BLACK,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,998.9999999999999,PENDING_REVIEW
812111101-6,112111101-6,KT6,WHITE/COLLEGE RD/BLU,SHOES,BASKETBALL,MD/RB/TPU/CARBON FIBER,2499,PENDING_REVIEW
812121101-3,112121101-3,KT6,WHITE/BLACK,SHOES,BASKETBALL,MOULD/RUBBER/TPU/CARBON FIBER,2299,PENDING_REVIEW
812121102-5,112121102-5,KT6 LOW,WHITE/BLACK,SHOES,BASKETBALL,MOULD/RUBBER/TPU,2049,PENDING_REVIEW
812121601-1,112121601-1,KT MOUNTAIN,WHITE/GLACIER BLUE,SHOES,BASKETBALL,MOULD/RUBBER/TPU,1349,PENDING_REVIEW
812121601-4,112121601-4,KT MOUNTAIN,GREEN,SHOES,BASKETBALL,MOULD/RUBBER/TPU,1349,PENDING_REVIEW
812121601-5,112121601-5,KT MOUNTAIN,YELLOW/RED,SHOES,BASKETBALL,MOULD/RUBBER/TPU,1349,PENDING_REVIEW
812121601-6,112121601-6,KT MOUNTAIN,WHITE/GREEN/YELLOW,SHOES,BASKETBALL,MOULD/RUBBER/TPU,1349,PENDING_REVIEW
812121605-2,112121605-2,KT LIGHT CAVALRY6,BLCK/FLRSCNT GRN/BLU,SHOES,BASKETBALL,MOULD/RUBBER/TPU,1049,PENDING_REVIEW
812121605-3,112121605-3,KT LIGHT CAVALRY6,WHT/FG GRY/RCK GRY,SHOES,BASKETBALL,MOULD/RUBBER/TPU,1049,PENDING_REVIEW
812121605-7,112121605-7,KT LIGHT CAVALRY6,WHT/BLU/LMINC GRN,SHOES,BASKETBALL,MOULD/RUBBER/TPU,1049,PENDING_REVIEW
812121610-1,112121610-1,SHOCK THE GAMEII,BLK/WHT/TEA GRN,SHOES,BASKETBALL,MOULD/RUBBER/TPU,1299,PENDING_REVIEW
812121610-2,112121610-2,SHOCK THE GAMEII,BLACK/WHITE,SHOES,BASKETBALL,MOULD/RUBBER/TPU,1299,PENDING_REVIEW
812121610-5,112121610-5,SHOCK THE GAMEII,PRPL/FLRSCNT GRN/WHT,SHOES,BASKETBALL,MOULD/RUBBER/TPU,1299,PENDING_REVIEW
812125501-1,112125501-1,A-JELLY,BLACK/FLRSCNT GRN,SHOES,RUNNING,MOULD/RUBBER/DPU/TPU,1399,PENDING_REVIEW
812125501-3,112125501-3,A-JELLY,LIGHT GRAY/BLUE,SHOES,RUNNING,MOULD/RUBBER/DPU/TPU,1399,PENDING_REVIEW
812125502-3,112125502-3,A-JELLYLITE,SAND GRAY/SILVER,SHOES,RUNNING,MOULD/RUBBER/DPU,949,PENDING_REVIEW
812125518-1,112125518-1,,IVRY WHT/BLUE/GRY,SHOES,RUNNING,MOULD/RUBBER/TPU,1149,PENDING_REVIEW
812125518-2,112125518-2,,IVORY WHITE/ORANGE,SHOES,RUNNING,MOULD/RUBBER/TPU,1149,PENDING_REVIEW
812125520-1,112125520-1,BUBBLE SHOES2,BLACK,SHOES,RUNNING,MOULD/RUBBER,949,PENDING_REVIEW
812125520-5,112125520-5,BUBBLE SHOES2,NAVY BLACK/BLK/GRN,SHOES,RUNNING,MOULD/RUBBER,949,PENDING_REVIEW
812125540-3,112125540-3,A-FLASHLITE,IVRY WHT/FLRSCNT GRN,SHOES,RUNNING,MOULD/RUBBER,1049,PENDING_REVIEW
812125540-4,112125540-4,A-FLASHLITE,CHIP GRAY,SHOES,RUNNING,MOULD/RUBBER,1049,PENDING_REVIEW
812125540-5,112125540-5,A-FLASHLITE,BLACK/MID-BLUE,SHOES,RUNNING,MOULD/RUBBER,1049,PENDING_REVIEW
812125570-2,112125570-2,COMFORT RUNNING,BLACK/GRAYISH BLUE,SHOES,RUNNING,MOULD,799,PENDING_REVIEW
812125570-3,112125570-3,COMFORT RUNNING,FOG GRAY/BLACK,SHOES,RUNNING,MOULD,799,PENDING_REVIEW
812125570-5,112125570-5,COMFORT RUNNING,IVORY WHITE,SHOES,RUNNING,MOULD,799,PENDING_REVIEW
812125572-2,112125572-2,COMFORT RUNNING,CHIP GRAY/BLACK,SHOES,RUNNING,MOULD,799,PENDING_REVIEW
812125572-3,112125572-3,COMFORT RUNNING,IVRY WHT/WTRFLL BLU,SHOES,RUNNING,MOULD,799,PENDING_REVIEW
812125575-2,112125575-2,COMFORT RUNNING,WHITE/SILVER,SHOES,RUNNING,MOULD,649,PENDING_REVIEW
812125580-1,112125580-1,A-FLASHFOAM,BLACK,SHOES,RUNNING,MOULD/RUBBER/TPU,1049,PENDING_REVIEW
812125580-3,112125580-3,A-FLASHFOAM,MUDDY BLUE/BLACK,SHOES,RUNNING,MOULD/RUBBER/TPU,1049,PENDING_REVIEW
812125585-2,112125585-2,ANTELOPE,BLK/FLUORESCENT GRN,SHOES,RUNNING,MOULD/RUBBER,1199,PENDING_REVIEW
812125585-3,112125585-3,ANTELOPE,FLUORESCENT GRN/BLK,SHOES,RUNNING,MOULD/RUBBER,1199,PENDING_REVIEW
812125585-6,112125585-6,ANTELOPE,IVORY WHITE/BLUE,SHOES,RUNNING,MOULD/RUBBER,1199,PENDING_REVIEW
812125586-1,112125586-1,C202 MACH1,BLK/FLURSCNT GRN/ORG,SHOES,RUNNING,MOULD/RUBBER/TPU,1399,PENDING_REVIEW
812125586-2,112125586-2,C202 MACH1,IVRY WHT/BLK/ORNG,SHOES,RUNNING,MOULD/RUBBER/TPU,1399,PENDING_REVIEW
812125598-2,112125598-2,AIR CUSHION,IVRY WHT/LGHTGRY/BLU,SHOES,RUNNING,RUBBER/MOULD/TPU,1549,PENDING_REVIEW
812127703-4,112127703-4,SUPERFLEXI,WHITE/BLACK,SHOES,CROSS TRAINING,MOULD,949,PENDING_REVIEW
812127703-5,112127703-5,SUPERFLEXI,BLACK,SHOES,CROSS TRAINING,MOULD,949,PENDING_REVIEW
812127720-2,112127720-2,SPACE CAPSULE,GRAY/PAINT YELLOW,SHOES,CROSS TRAINING,MOULD,1049,PENDING_REVIEW
812127720-4,112127720-4,SPACE CAPSULE,LGHT FG GRY/GRY BLU,SHOES,CROSS TRAINING,MOULD,1049,PENDING_REVIEW
812128064-1,112128064-1,BASIC,IVORY WHITE,SHOES,LIFESTYLE,MOULD,649,PENDING_REVIEW
812128065-1,112128065-1,BADAO,WHITE/BLACK,SHOES,LIFESTYLE,MOULD/RUBBER,849,PENDING_REVIEW
812128065-2,112128065-2,BADAO,IVRY WHT/GRY/BLU GRN,SHOES,LIFESTYLE,MOULD/RUBBER,849,PENDING_REVIEW
812128081-5,112128081-5,RISING WAVES,BLACK/IVORY WHITE,SHOES,LIFESTYLE,MOULD/RUBBER,949,PENDING_REVIEW
812128084-2,112128084-2,BADAO,IVR WHT/MIRG BLU,SHOES,LIFESTYLE,MOULD/RUBBER,1299,PENDING_REVIEW
812128089-1,112128089-1,G6,IVRY WHT/BLK/BLU,SHOES,LIFESTYLE,RUBBER/MOULD/TPU,1199,PENDING_REVIEW
812128089-4,112128089-4,G6,WHT/GRY/CRBN GRY,SHOES,LIFESTYLE,MOULD/RUBBER/TPU,1199,PENDING_REVIEW
812128800-3,112128800-3,RUBIK'S CUBE,IVR WHT/BLU/CRM YLLW,SHOES,LIFESTYLE,MOULD/RUBBER/TPU,949,PENDING_REVIEW
812128891-2,112128891-2,MILLENNIUM,SAND GRAY/BLUE/GRAY,SHOES,LIFESTYLE,MOULD/RUBBER,1199,PENDING_REVIEW
812128891-3,112128891-3,MILLENNIUM,IVRY WHT/ICE BLU/BLK,SHOES,LIFESTYLE,MOULD/RUBBER,1199,PENDING_REVIEW
812131101-3,112131101-3,KT6,WHITE/BLACK/RED,SHOES,BASKETBALL,MESH/PP/SYNTHETIC LEATHER,2349,PENDING_REVIEW
812131101-5,112131101-5,KT6,YELLOW/GREEN,SHOES,BASKETBALL,MESH/PP/SYNTHETIC LEATHER,2349,PENDING_REVIEW
812131103-1,112131103-1,GH2,WHITE/BLUE/RED,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER,1799,PENDING_REVIEW
812131103-3,112131103-3,GH2,RED/BLACK,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER,1799,PENDING_REVIEW
812131103-4,112131103-4,GH2,WHITE/ORANGE/BLUE,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER,1799,PENDING_REVIEW
812131103-5,112131103-5,GH2,WHITE/BLACK/RED,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER,1799,PENDING_REVIEW
812131601-1,112131601-1,,WHITE/GREEN/BLACK,SHOES,BASKETBALL,MESH/SYNTHE PU/PP/TPU,1549,PENDING_REVIEW
812131601-3,112131601-3,,BLUE/PINK/GREEN,SHOES,BASKETBALL,MESH/SYNTHE PU/PP/TPU,1549,PENDING_REVIEW
812131601-6,112131601-6,,GRAY/BEIGE/SAND GRAY,SHOES,BASKETBALL,MESH/SYNTHE PU/PP/TPU,1549,PENDING_REVIEW
812131606-1,112131606-1,,BLACK,SHOES,BASKETBALL,MESH,1299,PENDING_REVIEW
812131606-2,112131606-2,,GREEN,SHOES,BASKETBALL,MESH,1299,PENDING_REVIEW
812131606-3,112131606-3,,FM GRN/MUDDY BLU,SHOES,BASKETBALL,MESH,1299,PENDING_REVIEW
812131606-6,112131606-6,,WHITE/CARBON GRAY,SHOES,BASKETBALL,MESH,1299,PENDING_REVIEW
812131608-1,112131608-1,,BLACK/GREEN,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER,1249,PENDING_REVIEW
812131608-2,112131608-2,,WHITE/GREEN,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER,1249,PENDING_REVIEW
812131608-3,112131608-3,,BLACK/WHITE,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER,1249,PENDING_REVIEW
812131608-4,112131608-4,,ORANGE/WHITE/PURPLE,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER,1249,PENDING_REVIEW
812131608-5,112131608-5,,SAND GRAY/WHITE/GRAY,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER,1249,PENDING_REVIEW
812131609-1,112131609-1,,GREEN,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER,1049,PENDING_REVIEW
812131609-3,112131609-3,,PINK/L.PINK,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER,1049,PENDING_REVIEW
812131609-5,112131609-5,,BLACK,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER,1049,PENDING_REVIEW
812131609-6,112131609-6,,BEIGE/GRAY,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER,1049,PENDING_REVIEW
812131801-1,112131801-1,STG SLIPPERS,WHITE/GREEN,SHOES,BASKETBALL,MOLDING EVA/TPU,498.99999999999994,PENDING_REVIEW
812131801-2,112131801-2,STG SLIPPERS,WHITE/BLACK,SHOES,BASKETBALL,MOLDING EVA/TPU,498.99999999999994,PENDING_REVIEW
812131801-3,112131801-3,STG SLIPPERS,WHITE/BLACK,SHOES,BASKETBALL,MOLDING EVA/TPU,498.99999999999994,PENDING_REVIEW
812135501-1,112135501-1,A-JELLY,BLACK/GRAY,SHOES,RUNNING,MESH/SYNTHETIC LEATHER/PP,1449,PENDING_REVIEW
812135501-3,112135501-3,A-JELLY,BEIGE/BLUE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER/PP,1449,PENDING_REVIEW
812135504-3,112135504-3,A-JELLY,BLACK,SHOES,RUNNING,MESH/PP,1299,PENDING_REVIEW
812135504-4,112135504-4,A-JELLY,BEIGE/GRAY,SHOES,RUNNING,MESH/PP,1299,PENDING_REVIEW
812135510-1,112135510-1,A-SILO,BLACK,SHOES,RUNNING,MESH/PP/SYNTHETIC LEATHER,899,PENDING_REVIEW
812135510-2,112135510-2,A-SILO,BEIGE/GRAY/BLACK,SHOES,RUNNING,MESH/PP/SYNTHETIC LEATHER,899,PENDING_REVIEW
812135510-3,112135510-3,A-SILO,GRAY/BLACK/L.BROWN,SHOES,RUNNING,MESH/PP/SYNTHETIC LEATHER,899,PENDING_REVIEW
812135515-2,112135515-2,A-SHOCK,BLACK,SHOES,RUNNING,MESH,949,PENDING_REVIEW
812135515-3,112135515-3,A-SHOCK,GREEN/BEIGE,SHOES,RUNNING,MESH,949,PENDING_REVIEW
812135516-4,112135516-4,A-CORE,BEIGE/SILVER,SHOES,RUNNING,MESH/PP,1049,PENDING_REVIEW
812135555-1,112135555-1,SUPERFLEXI,BLACK,SHOES,RUNNING,MESH/PP/SYNTHETIC LEATHER,949,PENDING_REVIEW
812135555-2,112135555-2,SUPERFLEXI,L.BLUE/BLUE/BLACK,SHOES,RUNNING,MESH/PP/SYNTHETIC LEATHER,949,PENDING_REVIEW
812135555-4,112135555-4,SUPERFLEXI,BEIGE/GREEN,SHOES,RUNNING,MESH/PP/SYNTHETIC LEATHER,949,PENDING_REVIEW
812135555-5,112135555-5,SUPERFLEXI,BLACK/SILVER,SHOES,RUNNING,MESH/PP/SYNTHETIC LEATHER,949,PENDING_REVIEW
812135555-9,112135555-9,SUPERFLEXI,BLACK,SHOES,RUNNING,SYNTHETIC LEATHER/MESH,949,PENDING_REVIEW
812135562-1,112135562-1,A-FLASH FOAM,BLACK/L.GREEN/BEIGE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER/TPU/PP,1449,PENDING_REVIEW
812135562-2,112135562-2,A-FLASH FOAM,BLACK/BLUE/BEIGE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER/TPU/PP,1449,PENDING_REVIEW
812135562-3,112135562-3,A-FLASH FOAM,BEIGE/BLACK/BLUE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER/TPU/PP,1449,PENDING_REVIEW
812135565-1,112135565-1,CITY,BLACK/L.GREEN,SHOES,RUNNING,MESH/SYNTHETIC LEATHER/PP,949,PENDING_REVIEW
812135565-5,112135565-5,CITY,L.BLUE/BLUE/BLACK,SHOES,RUNNING,MESH/PP/SYNTHETIC LEATHER,949,PENDING_REVIEW
812135568-1,112135568-1,COMFORT RUNNING,BLACK/L.GREEN,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,799,PENDING_REVIEW
812135568-2,112135568-2,COMFORT RUNNING,BEIGE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,799,PENDING_REVIEW
812135571-1,112135571-1,COMFORT RUNNING,BLACK,SHOES,RUNNING,MESH/SYNTHETIC LEATHER/PP,799,PENDING_REVIEW
812135571-4,112135571-4,COMFORT RUNNING,BEIGE/BLUE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER/PP,799,PENDING_REVIEW
812135585-3,112135585-3,MARS FOAM,BLACK/D.BLUE/L.GRAY,SHOES,RUNNING,MESH/PP,1049,PENDING_REVIEW
812135585-5,112135585-5,MARS FOAM,BEIGE/GRN/SILK GRN,SHOES,RUNNING,MESH/PP,1049,PENDING_REVIEW
812135585-6,112135585-6,MARS FOAM,BLACK/SILK GREEN,SHOES,RUNNING,MESH/PP,1049,PENDING_REVIEW
812135586-2,112135586-2,FLASHEDGE,BLACK,SHOES,RUNNING,MESH/PP,1249,PENDING_REVIEW
812135586-3,112135586-3,FLASHEDGE,BEIGE/SILK GRN/YLW,SHOES,RUNNING,MESH/PP,1249,PENDING_REVIEW
812135586-5,112135586-5,FLASHEDGE,L.GREEN/BLACK,SHOES,RUNNING,MESH/PP,1249,PENDING_REVIEW
812135586-7,112135586-7,FLASHEDGE,L.GRAY/D.BLUE,SHOES,RUNNING,MESH/PP,1249,PENDING_REVIEW
812135590-2,112135590-2,RETRO RUNNING,BEIGE/BLACK/GRAY,SHOES,RUNNING,MESH/PP/SYNTHETIC LEATHER,1049,PENDING_REVIEW
812135590-3,112135590-3,RETRO RUNNING,GRAY,SHOES,RUNNING,MESH/PP/SYNTHETIC LEATHER,1049,PENDING_REVIEW
812137723-2,112137723-2,RESILIENT WALKING,BLACK/BLUE,SHOES,CROSS-TRAINING,MESH/PP/SYNTHETIC LEATHER,1249,PENDING_REVIEW
812137723-3,112137723-3,RESILIENT WALKING,BEIGE/BLACK,SHOES,CROSS-TRAINING,MESH/PP/SYNTHETIC LEATHER,1249,PENDING_REVIEW
812137725-1,112137725-1,SOFT WALKING,BLACK,SHOES,CROSS-TRAINING,MESH/TPU,799,PENDING_REVIEW
812137725-2,112137725-2,SOFT WALKING,BEIGE,SHOES,CROSS-TRAINING,MESH/TPU,799,PENDING_REVIEW
812137725-4,112137725-4,SOFT WALKING,D.GRAY/BLACK,SHOES,CROSS-TRAINING,MESH/TPU,799,PENDING_REVIEW
812137786-3,112137786-3,STRENGTH TRAINING,BLACK/RED,SHOES,CROSS-TRAINING,MESH/SYNTHETIC LEATHER/PP,1049,PENDING_REVIEW
812137786-5,112137786-5,STRENGTH TRAINING,BLACK/YELLOW,SHOES,CROSS-TRAINING,MESH/SYNTHETIC LEATHER/PP,1049,PENDING_REVIEW
812137786-9,112137786-9,STRENGTH TRAINING,BLACK/BEIGE,SHOES,CROSS-TRAINING,SYNTHETIC LEATHER/MESH/PP,1049,PENDING_REVIEW
812138062-1,112138062-1,BASIC,BEIGE,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,799,PENDING_REVIEW
812138062-2,112138062-2,BASIC,GRAY,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,799,PENDING_REVIEW
812138062-3,112138062-3,BASIC,BLACK,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,799,PENDING_REVIEW
812138062-5,112138062-5,BASIC,BEIGE/BLACK,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,799,PENDING_REVIEW
812138063-2,112138063-2,BASIC,BLACK,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,699,PENDING_REVIEW
812138063-3,112138063-3,BASIC,BEIGE/BLUE,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,699,PENDING_REVIEW
812138063-4,112138063-4,BASIC,BEIGE/BLACK,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,699,PENDING_REVIEW
812138064-3,112138064-3,BASIC,BLACK,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,649,PENDING_REVIEW
812138066-1,112138066-1,THICK SOLE,BEIGE,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,799,PENDING_REVIEW
812138066-3,112138066-3,THICK SOLE,BEIGE/BLACK,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,799,PENDING_REVIEW
812138071-1,112138071-1,,BEIGE/BLACK,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,899,PENDING_REVIEW
812138071-2,112138071-2,,L.BROWN/BROWN/BLACK,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,899,PENDING_REVIEW
812138071-3,112138071-3,,BLK/MUDDY BLU/BEIGE,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,899,PENDING_REVIEW
812138081-1,112138081-1,BADAO3.0,BEIGE/BLACK/RED,SHOES,LIFESTYLE,MESH/PP/SYNTHETIC LEATHER,1299,PENDING_REVIEW
812138081-2,112138081-2,BADAO3.0,BEIGE/BLACK/RED,SHOES,LIFESTYLE,MESH/PP/SYNTHETIC LEATHER,1299,PENDING_REVIEW
812138081-4,112138081-4,BADAO3.0,GRAY/L.GRAY,SHOES,LIFESTYLE,MESH/PP/SYNTHETIC LEATHER,1299,PENDING_REVIEW
812138081-5,112138081-5,BADAO3.0,BLACK/BEIGE,SHOES,LIFESTYLE,MESH/PP/SYNTHETIC LEATHER,1299,PENDING_REVIEW
812138081-6,112138081-6,BADAO3.0,BEIGE/INK BLUE/BLUE,SHOES,LIFESTYLE,MESH/PP/SYNTHETIC LEATHER,1299,PENDING_REVIEW
812138081-7,112138081-7,BADAO3.0,D.BLUE/RED/L.BROWN,SHOES,LIFESTYLE,MESH/SYNTHEPU/COWTOPLAYER,1299,PENDING_REVIEW
812138084-1,112138084-1,LITTLE G6,BEIGE/GRAY,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,1049,PENDING_REVIEW
812138084-2,112138084-2,LITTLE G6,BEIGE/BLACK,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,1049,PENDING_REVIEW
812138084-3,112138084-3,LITTLE G6,BLACK/BLUE,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,1049,PENDING_REVIEW
812138084-4,112138084-4,LITTLE G6,GRY/STONE BRWN/BEIGE,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,1049,PENDING_REVIEW
812138084-5,112138084-5,LITTLE G6,BEIGE/GRAY/BLUE,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,1049,PENDING_REVIEW
812138800-1,112138800-1,RUBIK'S CUBE,BEIGE/BLACK/GRAY,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,1049,PENDING_REVIEW
812138800-3,112138800-3,RUBIK'S CUBE,BEIGE/BLACK,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,1049,PENDING_REVIEW
812138800-5,112138800-5,RUBIK'S CUBE,D.BLUE/BEIGE/ORANGE,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,1049,PENDING_REVIEW
812138800-6,112138800-6,RUBIK'S CUBE,BLACK,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,1049,PENDING_REVIEW
812138811-1,112138811-1,MIX3.0,BEIGE/GRAY/BLACK,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/TPU,1299,PENDING_REVIEW
812138811-2,112138811-2,MIX3.0,BEIGE/BLACK/GREEN,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/TPU,1299,PENDING_REVIEW
812138812-1,112138812-1,MIX3.0,BEIGE/GRAY,SHOES,LIFESTYLE,MESH/SYNTHE PU/PP/COW SUEDE,1049,PENDING_REVIEW
812138812-2,112138812-2,MIX3.0,BLACK/BEIGE,SHOES,LIFESTYLE,MESH/SYNTHE PU/PP/COW SUEDE,1049,PENDING_REVIEW
812138812-3,112138812-3,MIX3.0,BLK/STEEL GRAY/YLW,SHOES,LIFESTYLE,MESH/SYNTHE PU/PP/COW SUEDE,1049,PENDING_REVIEW
812138812-4,112138812-4,MIX3.0,GRAY/L.GRAY,SHOES,LIFESTYLE,MESH/SYNTHE PU/PP/COW SUEDE,1049,PENDING_REVIEW
812138812-5,112138812-5,MIX3.0,BEIGE/GRAY/BLACK,SHOES,LIFESTYLE,MESH/SYNTHE PU/PP/COW SUEDE,1049,PENDING_REVIEW
812138840-3,112138840-3,FASHION,GRAY/L.GRAY,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,949,PENDING_REVIEW
812138840-4,112138840-4,FASHION,BLACK,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/PP,949,PENDING_REVIEW
812138840-7,112138840-7,FASHION,BLACK,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,949,PENDING_REVIEW
812138841-2,112138841-2,FASHION,GRAY,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/TPU/PP,1149,PENDING_REVIEW
812138841-3,112138841-3,FASHION,GRAY,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/TPU/PP,1149,PENDING_REVIEW
